Date,Open,High,Low,Close,Adj Close,Volume
2018-11-23,92.800003,94.610001,92.660004,94.059998,84.877068,359100
2018-11-26,94.889999,95.25,93.730003,94.830002,85.571907,873400
2018-11-27,94.989998,95.720001,93.870003,94.660004,85.41851,708100
2018-11-28,95.019997,97.300003,94.760002,96.93,87.466896,1338700
2018-11-29,92.949997,92.949997,87.400002,87.940002,79.354576,4330300
2018-11-30,87.389999,88.699997,85.559998,88.57,79.923073,3534900
2018-12-03,87.849998,90.900002,87.5,90.800003,81.935371,2175900
2018-12-04,90.900002,91.410004,89.519997,89.739998,80.978821,2074300
2018-12-06,88.370003,88.980003,86.5,88.830002,80.157684,1983800
2018-12-07,88.410004,89.419998,86.860001,87.559998,79.011673,1474400
2018-12-10,87.639999,87.910004,85.639999,87.459999,78.921432,1389700
2018-12-11,87.639999,89.07,87.389999,88.099998,79.498962,1436300
2018-12-12,88.830002,89.489998,88.25,88.279999,79.661377,1332900
2018-12-13,88.519997,89.07,88.050003,88.339996,79.71553,1306000
2018-12-14,87.470001,88.199997,85.269997,85.480003,77.13475,1831200
2018-12-17,84.669998,85.919998,84.389999,85.360001,77.026466,1728600
2018-12-18,85.599998,86.57,83.160004,83.620003,75.456329,1754600
2018-12-19,83.760002,85.610001,82.93,84.080002,75.871429,1778700
2018-12-20,83.379997,84.550003,81.330002,82.059998,74.048637,1633800
2018-12-21,82.269997,84.489998,81.470001,81.699997,73.723755,2041300
2018-12-24,81.25,81.260002,79.650002,79.75,71.964142,632900
2018-12-26,79.75,82.349998,78.949997,82.279999,74.247154,1100400
2018-12-27,81.239998,82.5,79.949997,82.5,74.445679,983300
2018-12-28,82.940002,83.0,81.540001,82.010002,74.003502,746200
2018-12-31,82.330002,83.290001,82.059998,83.269997,75.14048,910100
2019-01-02,82.330002,82.870003,81.120003,82.169998,74.147873,1578800
2019-01-03,81.440002,81.779999,79.93,80.68,72.80336,1339000
2019-01-04,81.580002,83.129997,81.339996,82.709999,74.635178,1549100
2019-01-07,82.970001,83.809998,81.959999,82.639999,74.572006,1735100
2019-01-08,83.269997,84.230003,82.709999,84.230003,76.006775,1308900
2019-01-09,84.709999,85.550003,84.32,84.440002,76.196266,1226000
2019-01-10,83.949997,84.860001,83.93,84.730003,76.45797,891800
2019-01-11,84.25,85.129997,84.110001,85.029999,76.728676,1098100
2019-01-14,84.209999,84.510002,83.220001,83.480003,75.80249,1324800
2019-01-15,83.769997,85.059998,83.379997,85.029999,77.209923,944300
2019-01-16,84.949997,85.129997,84.199997,84.269997,76.519829,1000400
2019-01-17,84.25,85.190002,83.959999,85.099998,77.273483,915000
2019-01-18,85.730003,87.330002,85.68,87.040001,79.03508,2144300
2019-01-22,86.709999,86.709999,85.68,86.18,78.254166,1103300
2019-01-23,86.360001,87.029999,85.150002,86.309998,78.372208,1099900
2019-01-24,86.370003,86.629997,85.300003,85.599998,77.727501,1024000
2019-01-25,86.330002,86.519997,85.050003,85.410004,77.554993,1199400
2019-01-28,85.029999,86.129997,84.510002,85.489998,77.627617,918900
2019-01-29,85.82,86.269997,85.010002,86.150002,78.226929,854200
2019-01-30,86.260002,87.25,85.870003,86.919998,78.926109,910200
2019-01-31,85.339996,87.580002,85.0,87.349998,79.316566,1159200
2019-02-01,87.419998,87.75,86.470001,87.68,79.616211,880100
2019-02-04,87.690002,88.129997,87.160004,87.93,79.843216,700100
2019-02-05,88.18,88.699997,87.290001,87.489998,79.443695,1169100
2019-02-06,87.480003,88.220001,87.190002,87.660004,79.598053,1053500
2019-02-07,87.980003,89.739998,87.980003,89.739998,81.486755,1587400
2019-02-08,89.510002,89.720001,87.5,89.089996,80.896545,1076900
2019-02-11,88.970001,89.230003,88.199997,88.25,80.133797,1640600
2019-02-12,88.580002,89.830002,88.220001,89.260002,81.050919,1057800
2019-02-13,89.660004,90.150002,88.870003,89.879997,81.613884,1375100
2019-02-14,84.480003,86.519997,84.150002,85.5,77.636696,3758200
2019-02-15,86.040001,88.050003,85.209999,87.809998,79.734268,2099500
2019-02-19,87.809998,89.5,87.269997,88.050003,79.952194,2597900
2019-02-20,87.839996,89.440002,87.370003,88.940002,80.76033,1621900
2019-02-21,88.93,89.120003,87.349998,87.809998,79.734268,1132100
2019-02-22,87.860001,88.220001,87.260002,87.800003,79.725182,956100
2019-02-25,88.220001,88.540001,87.150002,87.190002,79.171295,1114200
2019-02-26,87.059998,87.339996,86.129997,86.940002,78.944275,1589000
2019-02-27,86.510002,86.550003,85.730003,86.050003,78.136116,1748800
2019-02-28,86.050003,86.989998,86.029999,86.550003,78.590134,1224900
2019-03-01,87.18,87.690002,86.029999,86.410004,78.463028,978400
2019-03-04,86.809998,86.82,85.010002,85.720001,77.836464,1445500
2019-03-05,85.879997,85.93,84.940002,85.099998,77.273483,1421500
2019-03-06,85.199997,85.199997,83.089996,83.339996,75.675369,1442600
2019-03-07,83.440002,83.959999,82.589996,83.230003,75.575485,1609200
2019-03-08,82.849998,84.400002,82.709999,84.370003,76.610649,2034800
2019-03-11,84.620003,85.519997,84.050003,85.440002,77.582207,1487900
2019-03-12,85.779999,87.309998,85.739998,86.809998,78.826241,1159200
2019-03-13,87.339996,89.029999,86.739998,88.309998,80.188286,1568600
2019-03-14,88.300003,88.440002,87.470001,87.900002,79.815994,1646700
2019-03-15,88.150002,89.449997,88.150002,88.449997,80.315392,1554300
2019-03-18,87.889999,88.720001,87.889999,88.699997,80.542389,1128100
2019-03-19,89.010002,90.57,88.93,89.410004,81.187096,1935000
2019-03-20,89.190002,89.769997,88.239998,88.629997,80.478828,1260000
2019-03-21,88.339996,89.93,88.339996,89.620003,81.377792,690400
2019-03-22,89.489998,90.440002,88.5,89.239998,81.032745,1284800
2019-03-25,89.160004,89.160004,87.589996,88.449997,80.315392,1317700
2019-03-26,88.709999,89.220001,88.239998,88.660004,80.506081,674700
2019-03-27,88.300003,88.959999,87.690002,88.510002,80.369888,866200
2019-03-28,88.639999,89.120003,88.059998,89.050003,80.860229,640900
2019-03-29,89.129997,90.150002,89.029999,89.919998,81.650208,1357600
2019-04-01,90.349998,90.849998,89.830002,90.139999,81.849976,1094500
