Epoch,Time,Avg_Train_Loss,Train_Accuracy@1,Train_Accuracy@2,Train_Accuracy@3,Train_Accuracy@4,Train_Accuracy@5,Train_Accuracy@6,Train_Accuracy@7,Train_Accuracy@8,Train_Accuracy@9,Train_Accuracy@10,Avg_Valid_Loss,Valid_Accuracy@1,Valid_Accuracy@2,Valid_Accuracy@3,Valid_Accuracy@4,Valid_Accuracy@5,Valid_Accuracy@6,Valid_Accuracy@7,Valid_Accuracy@8,Valid_Accuracy@9,Valid_Accuracy@10
0.0,17.506412267684937,0.36358732144747463,0.4887258158996701,0.4849253754530634,0.4981452422881765,0.48575921742511646,0.492007859716458,0.48343805582927807,0.49438511141176733,0.48231105992038337,0.48723073842536124,0.4801533124409616,0.11246324516832829,0.7654884636402131,0.7286264657974243,0.7395035707950592,0.7329536199569702,0.7375700974464416,0.7375376868247986,0.7512466406822205,0.7559874153137207,0.7731337547302246,0.7618090701103211
1.0,15.113707065582275,0.07040541925068412,0.8640006428052273,0.8687442193872162,0.8632665336398142,0.8785440074279904,0.8664304367266595,0.8687776772837553,0.8569723295180925,0.8720170247501561,0.8678723404050938,0.8629483452865055,0.08330832049250603,0.9281115520000458,0.9062774801254272,0.8908347475528717,0.8837025260925293,0.891599543094635,0.9029959273338318,0.9270377206802368,0.9202558875083924,0.9160155725479125,0.9402305603027343
2.0,17.04177236557007,0.0425655080803803,0.8957142763371978,0.9032117425064955,0.9002879549350057,0.9119616144203714,0.9003626978290933,0.9019117024061936,0.8971335059031844,0.9078052047906178,0.8974617029141102,0.898103712658797,0.0407729079015553,0.9239728128910065,0.9035523724555969,0.8912362563610077,0.8761511373519898,0.8835828280448914,0.9040034580230712,0.9201229381561279,0.9093705034255981,0.8994647097587586,0.9309335279464722
3.0,16.226261615753174,0.040980397790138214,0.8933797227218747,0.9011934180078762,0.8998129087101135,0.9119920656085014,0.8989069888900433,0.9027167794161609,0.8970792220373239,0.9068683113104531,0.8972115262544581,0.899638784517135,0.038837964879348874,0.9270096814632416,0.9033714962005616,0.8911563909053802,0.8823288822174072,0.8879349088668823,0.9050166916847229,0.9255159068107605,0.9177105021476746,0.9104140281677247,0.9371235203742981
4.0,15.689692497253418,0.03500551549119076,0.8914772071210402,0.8999500279980046,0.8953700939725552,0.9087432017549872,0.8966330468122449,0.8981176419183612,0.8929983980155417,0.9051850793351021,0.8942278372123837,0.8959528943523765,0.02764426195062697,0.912528589963913,0.8810945439338684,0.8880310356616974,0.8739896416664124,0.8749576830863952,0.8985445737838745,0.9083943629264831,0.9032951593399048,0.8971143341064454,0.9226228260993957
5.0,14.68567705154419,0.02210893774671214,0.8718617269769311,0.878863613919488,0.8697750367490309,0.8862430042188082,0.8739275317639112,0.8759453190224511,0.866103468728917,0.8808505030881081,0.8709955039833274,0.8758085331480417,0.017446973593905568,0.8943687212467194,0.8608296585083007,0.8714944040775299,0.8623374915122985,0.8627280426025391,0.8803986549377442,0.8858567094802856,0.880000958442688,0.8881663107872009,0.9050899219512939
6.0,15.466944694519043,0.015495295054279268,0.865861637783902,0.8720186336764267,0.8661049309053591,0.8778789853011923,0.869225331582129,0.8692628178479416,0.8636011982868824,0.8767793978165302,0.8692106858694127,0.871084223102246,0.012675001518800855,0.8884668600559235,0.8536050295829773,0.8646906077861786,0.8573731017112732,0.8520867896080017,0.8774125933647156,0.8874801588058472,0.8773886966705322,0.8748135662078858,0.8997891759872436
7.0,16.081905603408813,0.012741286889649928,0.8667296007541674,0.8725968451638307,0.8677900754181402,0.8795912259790514,0.868736698558288,0.8697749747495566,0.8651441607092109,0.877662544737437,0.8697974140356693,0.871537895873189,0.013928092084825039,0.892581034898758,0.8577410435676575,0.8658896267414093,0.8586821460723877,0.8542753076553344,0.8811817312240601,0.8896700167655944,0.883713788986206,0.8754627180099487,0.9044834017753601
8.0,16.34044075012207,0.011074853828176856,0.8710702851946864,0.8788849538458245,0.8738733788153955,0.8870432862479772,0.8765711417155606,0.8782395614045007,0.872483744685139,0.8860632601593222,0.8762922747326749,0.8782170935134802,0.011485298280604184,0.8945607459545135,0.8592422127723693,0.8634107863903046,0.8582538533210754,0.8561473703384399,0.8797312784194946,0.8897763180732727,0.8843295216560364,0.8785036420822143,0.9036007881164551
9.0,15.448691606521606,0.010467201105452009,0.8773325951769948,0.8834248266315886,0.8791074031697852,0.8942326371158872,0.8822799976915121,0.8844599343304124,0.8779111916997603,0.8915816597374422,0.8808902869267123,0.8823215382705841,0.010036262101493776,0.895491441488266,0.8658278322219849,0.8719871580600739,0.8620167410373688,0.8604293179512024,0.8883047771453857,0.8919460058212281,0.8905943989753723,0.8759301114082336,0.9056760120391846
